Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
188,Rich King,23,SEA,3,0,12,2,5,.400,0,0,,2,2,1.000,1,4,5,1,0,0,3,1,6
189,Stacey King,26,CHI,76,3,1059,160,340,.471,2,6,.333,86,122,.705,105,102,207,71,26,20,70,128,408
190,Greg Kite,31,ORL,64,1,640,38,84,.452,0,1,.000,13,24,.542,66,127,193,10,13,12,35,133,89
191,Joe Kleine,31,BOS,78,3,1129,108,267,.404,0,6,.000,41,58,.707,113,233,346,39,17,17,37,123,257
192,Negele Knight,25,PHO,52,35,888,124,317,.391,0,7,.000,67,86,.779,28,36,64,145,23,4,73,66,315
193,Bart Kofoed,28,BOS,7,0,41,3,13,.231,0,1,.000,11,14,.786,0,1,1,10,2,1,3,1,17
194,Jon Koncak,29,ATL,78,65,1975,124,267,.464,3,8,.375,24,50,.480,100,327,427,140,75,100,52,264,275
195,Larry Krystkowiak,28,UTA,71,0,1362,198,425,.466,0,1,.000,117,147,.796,74,205,279,68,42,13,62,181,513
196,Christian Laettner,23,MIN,81,81,2823,503,1061,.474,4,40,.100,462,553,.835,171,537,708,223,105,83,275,290,1472
197,Bill Laimbeer,35,DET,79,41,1933,292,574,.509,10,27,.370,93,104,.894,110,309,419,127,46,40,59,212,687
198,Jerome Lane,26,CLE,21,2,149,27,54,.500,0,0,,5,20,.250,24,29,53,17,12,3,7,32,59
199,Andrew Lang,26,PHI,73,59,1861,149,351,.425,1,5,.200,87,114,.763,136,300,436,79,46,141,89,261,386
200,Doug Lee,28,NJN,5,0,33,2,7,.286,1,3,.333,0,0,,0,2,2,5,0,1,3,7,5
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
201,Tim Legler,26,TOT,33,0,635,105,241,.436,22,65,.338,57,71,.803,25,34,59,46,24,6,28,63,289
201,Tim Legler,26,UTA,3,0,5,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,0,2
201,Tim Legler,26,DAL,30,0,630,104,238,.437,22,65,.338,57,71,.803,25,33,58,46,24,6,28,63,287
202,Jim Les,29,SAC,73,0,881,110,259,.425,66,154,.429,42,50,.840,20,69,89,169,40,7,48,81,328
203,Reggie Lewis,27,BOS,80,80,3144,663,1410,.470,14,60,.233,326,376,.867,88,259,347,298,118,77,133,248,1666
204,Marcus Liberty,24,DEN,78,32,1585,252,620,.406,22,59,.373,102,156,.654,131,204,335,105,64,21,79,143,628
205,Todd Lichti,26,DEN,48,12,752,124,276,.449,2,6,.333,81,102,.794,35,67,102,52,28,11,49,60,331
206,Alton Lister,34,GSW,20,9,174,19,42,.452,0,0,,7,13,.538,15,29,44,5,0,9,18,40,45
207,Brad Lohaus,28,MIL,80,24,1766,283,614,.461,85,230,.370,73,101,.723,59,217,276,127,47,74,93,178,724
208,Grant Long,26,MIA,76,62,2728,397,847,.469,6,26,.231,261,341,.765,197,371,568,182,104,31,133,264,1061
209,Luc Longley,24,MIN,55,25,1045,133,292,.455,0,0,,53,74,.716,71,169,240,51,47,77,88,169,319
210,Kevin Lynch,24,CHH,40,8,324,30,59,.508,0,1,.000,26,38,.684,12,23,35,25,11,6,24,44,86
211,Sam Mack,22,SAS,40,0,267,47,118,.398,3,22,.136,45,58,.776,18,30,48,15,14,5,22,44,142
212,Don MacLean,23,WSB,62,4,674,157,361,.435,3,6,.500,90,111,.811,33,89,122,39,11,4,42,82,407
213,Mark Macon,23,DEN,48,27,1141,158,381,.415,0,6,.000,42,60,.700,33,70,103,126,69,3,72,135,358
214,Rick Mahorn,34,NJN,74,9,1077,101,214,.472,1,3,.333,88,110,.800,93,186,279,33,19,31,58,156,291
215,Dan Majerle,27,PHO,82,82,3199,509,1096,.464,167,438,.381,203,261,.778,120,263,383,311,138,33,133,180,1388
216,Jeff Malone,31,UTA,79,59,2558,595,1205,.494,3,9,.333,236,277,.852,31,142,173,128,42,4,125,117,1429
217,Karl Malone*,29,UTA,82,82,3099,797,1443,.552,4,20,.200,619,836,.740,227,692,919,308,124,85,240,261,2217
218,Moses Malone*,37,MIL,11,0,104,13,42,.310,0,0,,24,31,.774,22,24,46,7,1,8,10,6,50
219,Danny Manning,26,LAC,79,77,2761,702,1379,.509,8,30,.267,388,484,.802,198,322,520,207,108,101,230,323,1800
220,Sarunas Marciulionis,28,GSW,30,8,836,178,328,.543,3,15,.200,162,213,.761,40,57,97,105,51,2,76,92,521
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
221,Anthony Mason,26,NYK,81,0,2482,316,629,.502,0,0,,199,292,.682,231,409,640,170,43,19,137,240,831
222,Marlon Maxey,23,MIN,43,3,520,93,169,.550,0,1,.000,45,70,.643,66,98,164,12,11,18,38,75,231
223,Vernon Maxwell,27,HOU,71,68,2251,349,858,.407,120,361,.332,164,228,.719,29,192,221,297,86,8,140,124,982
224,Lee Mayberry,22,MIL,82,4,1503,171,375,.456,43,110,.391,39,68,.574,26,92,118,273,59,7,85,148,424
225,Travis Mays,24,ATL,49,9,787,129,309,.417,29,84,.345,54,82,.659,20,33,53,72,21,3,51,59,341
226,Bob McCann,28,MIN,79,7,1536,200,410,.488,0,2,.000,95,152,.625,92,190,282,68,51,58,79,202,495
227,George McCloud,25,IND,78,21,1500,216,525,.411,58,181,.320,75,102,.735,60,145,205,192,53,11,107,165,565
228,Rodney McCray,31,CHI,64,5,1019,92,204,.451,2,5,.400,36,52,.692,53,105,158,81,12,15,53,99,222
229,Xavier McDaniel,29,BOS,82,27,2215,457,924,.495,6,22,.273,191,241,.793,168,321,489,163,72,51,171,249,1111
230,Kevin McHale*,35,BOS,71,0,1656,298,649,.459,2,18,.111,164,195,.841,95,263,358,73,16,59,92,126,762
231,Derrick McKey,26,SEA,77,68,2439,387,780,.496,40,112,.357,220,297,.741,121,206,327,197,105,59,152,208,1034
232,Nate McMillan,28,SEA,73,25,1977,213,459,.464,25,65,.385,95,134,.709,84,222,306,384,173,32,139,240,546
233,Oliver Miller,22,PHO,56,1,1069,121,255,.475,0,3,.000,71,100,.710,70,205,275,118,37,100,108,145,313
234,Reggie Miller*,27,IND,82,82,2954,571,1193,.479,167,419,.399,427,485,.880,67,191,258,262,120,26,145,182,1736
235,Terry Mills,25,DET,81,46,2183,494,1073,.460,10,36,.278,201,254,.791,176,296,472,111,44,50,142,282,1199
236,Harold Miner,21,MIA,73,0,1383,292,615,.475,3,9,.333,163,214,.762,74,73,147,73,34,8,92,130,750
237,Sam Mitchell,29,IND,81,1,1402,215,483,.445,4,23,.174,150,185,.811,93,155,248,76,23,10,51,207,584
238,Tracy Moore,27,DAL,39,1,510,103,249,.414,23,67,.343,53,61,.869,23,29,52,47,21,4,32,54,282
239,Chris Morris,27,NJN,77,57,2302,436,907,.481,17,76,.224,197,248,.794,227,227,454,106,144,52,119,171,1086
240,Isaiah Morris,23,DET,25,0,102,26,57,.456,0,0,,3,4,.750,6,6,12,4,3,1,8,14,55
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
241,Alonzo Mourning,22,CHH,78,78,2644,572,1119,.511,0,3,.000,495,634,.781,263,542,805,76,27,271,236,286,1639
242,Chris Mullin*,29,GSW,46,46,1902,474,930,.510,60,133,.451,183,226,.810,42,190,232,166,68,41,139,76,1191
243,Eric Murdock,24,MIL,79,78,2437,438,936,.468,31,119,.261,231,296,.780,95,189,284,603,174,7,207,177,1138
244,Tracy Murray,21,POR,48,14,495,108,260,.415,21,70,.300,35,40,.875,40,43,83,11,8,5,31,59,272
245,Jerrod Mustaf,23,PHO,32,9,336,57,130,.438,0,1,.000,33,53,.623,29,54,83,10,15,11,22,40,147
246,Dikembe Mutombo,26,DEN,82,82,3029,398,781,.510,0,0,,335,492,.681,344,726,1070,147,43,287,216,284,1131
247,Larry Nance,33,CLE,77,77,2753,533,971,.549,0,4,.000,202,247,.818,184,484,668,223,54,198,107,223,1268
248,Ed Nealy,32,TOT,41,4,308,26,69,.377,8,27,.296,9,12,.750,12,52,64,15,12,2,7,41,69
248,Ed Nealy,32,GSW,30,4,229,16,46,.348,7,22,.318,7,10,.700,8,40,48,13,9,1,5,35,46
248,Ed Nealy,32,CHI,11,0,79,10,23,.435,1,5,.200,2,2,1.000,4,12,16,2,3,1,2,6,23
249,Melvin Newbern,25,DET,33,1,311,42,113,.372,1,8,.125,34,60,.567,19,18,37,57,23,1,32,42,119
250,Johnny Newman,29,CHH,64,27,1471,279,534,.522,12,45,.267,194,240,.808,72,71,143,117,45,19,90,154,764
251,Ken Norman,28,LAC,76,71,2477,498,975,.511,10,38,.263,131,220,.595,209,362,571,165,59,58,125,156,1137
252,Shaquille O'Neal,20,ORL,81,81,3071,733,1304,.562,0,2,.000,427,721,.592,342,780,1122,152,60,286,307,321,1893
253,Dan O'Sullivan,24,TOT,6,0,17,3,5,.600,0,0,,3,4,.750,2,4,6,1,1,0,0,4,9
253,Dan O'Sullivan,24,NJN,3,0,10,2,3,.667,0,0,,0,0,,2,2,4,0,0,0,0,1,4
253,Dan O'Sullivan,24,MIL,3,0,7,1,2,.500,0,0,,3,4,.750,0,2,2,1,1,0,0,3,5
254,Charles Oakley,29,NYK,82,82,2230,219,431,.508,0,1,.000,127,176,.722,288,420,708,126,85,15,124,289,565
255,Alan Ogg,25,TOT,6,0,29,5,13,.385,0,0,,3,4,.750,3,7,10,4,1,3,3,6,13
255,Alan Ogg,25,MIL,3,0,26,3,9,.333,0,0,,2,2,1.000,1,5,6,4,1,3,3,6,8
255,Alan Ogg,25,WSB,3,0,3,2,4,.500,0,0,,1,2,.500,2,2,4,0,0,0,0,0,5
256,Hakeem Olajuwon*,30,HOU,82,82,3242,848,1603,.529,0,8,.000,444,570,.779,283,785,1068,291,150,342,262,305,2140
257,Matt Othick,23,SAS,4,0,39,3,5,.600,2,4,.500,0,2,.000,1,1,2,7,1,0,4,7,8
258,Doug Overton,23,WSB,45,13,990,152,323,.471,3,13,.231,59,81,.728,25,81,106,157,31,6,72,81,366
259,Billy Owens,23,GSW,37,37,1201,247,493,.501,1,11,.091,117,183,.639,108,156,264,144,35,28,106,105,612
260,Robert Pack,23,DEN,77,1,1579,285,606,.470,1,8,.125,239,311,.768,52,108,160,335,81,10,185,182,810
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
261,Gerald Paddio,27,SEA,41,3,307,71,159,.447,2,8,.250,14,21,.667,17,33,50,33,14,6,16,24,158
262,Walter Palmer,24,DAL,20,0,124,27,57,.474,0,0,,6,9,.667,12,32,44,5,1,5,10,29,60
263,Robert Parish*,39,BOS,79,79,2146,416,777,.535,0,0,,162,235,.689,246,494,740,61,57,107,120,201,994
264,John Paxson,32,CHI,59,8,1030,105,233,.451,19,41,.463,17,20,.850,9,39,48,136,38,2,31,99,246
265,Kenny Payne,26,PHI,13,0,154,38,90,.422,4,18,.222,4,4,1.000,4,20,24,18,5,2,7,15,84
266,Gary Payton,24,SEA,82,78,2548,476,963,.494,7,34,.206,151,196,.770,95,186,281,399,177,21,148,250,1110
267,Anthony Peeler,23,LAL,77,11,1655,297,634,.468,46,118,.390,162,206,.786,64,115,179,166,60,14,123,193,802
268,Will Perdue,27,CHI,72,16,998,137,246,.557,0,1,.000,67,111,.604,103,184,287,74,22,47,74,139,341
269,Sam Perkins,31,TOT,79,62,2351,381,799,.477,24,71,.338,250,305,.820,163,361,524,156,60,82,108,225,1036
269,Sam Perkins,31,LAL,49,49,1589,242,527,.459,5,29,.172,184,222,.829,111,268,379,128,40,51,76,139,673
269,Sam Perkins,31,SEA,30,13,762,139,272,.511,19,42,.452,66,83,.795,52,93,145,28,20,31,32,86,363
270,Tim Perry,27,PHI,81,51,2104,287,613,.468,10,49,.204,147,207,.710,154,255,409,126,40,91,123,159,731
271,Chuck Person,28,MIN,78,75,2985,541,1248,.433,118,332,.355,109,168,.649,98,335,433,343,67,30,219,198,1309
272,Drazen Petrovic*,28,NJN,70,67,2660,587,1134,.518,75,167,.449,315,362,.870,42,148,190,247,94,13,204,237,1564
273,Bobby Phills,23,CLE,31,0,139,38,82,.463,2,5,.400,15,25,.600,6,11,17,10,10,2,18,19,93
274,Ricky Pierce,33,SEA,77,72,2218,524,1072,.489,42,113,.372,313,352,.889,58,134,192,220,100,7,160,167,1403
275,Ed Pinckney,29,BOS,7,5,151,10,24,.417,0,0,,12,13,.923,14,29,43,1,4,7,8,13,32
276,Scottie Pippen*,27,CHI,81,81,3123,628,1327,.473,22,93,.237,232,350,.663,203,418,621,507,173,73,246,219,1510
277,Gary Plummer,30,DEN,60,0,737,106,228,.465,0,3,.000,69,95,.726,53,120,173,40,14,11,78,141,281
278,Olden Polynice,28,DET,67,18,1299,210,428,.491,0,1,.000,66,142,.465,181,237,418,29,31,21,54,126,486
279,Terry Porter,29,POR,81,81,2883,503,1108,.454,143,345,.414,327,388,.843,58,258,316,419,101,10,199,122,1476
280,Paul Pressey,34,GSW,18,0,268,29,66,.439,0,4,.000,21,27,.778,8,23,31,30,11,5,23,36,79
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
281,Brent Price,24,WSB,68,9,859,100,279,.358,8,48,.167,54,68,.794,28,75,103,154,56,3,85,90,262
282,Mark Price,28,CLE,75,74,2380,477,986,.484,122,293,.416,289,305,.948,37,164,201,602,89,11,196,105,1365
283,Anthony Pullard,26,MIL,8,0,37,8,18,.444,0,0,,1,3,.333,2,6,8,2,2,2,5,5,17
284,Kurt Rambis,34,TOT,72,1,822,67,129,.519,0,2,.000,43,65,.662,77,150,227,53,43,18,42,122,177
284,Kurt Rambis,34,PHO,5,0,41,4,7,.571,0,0,,1,2,.500,2,4,6,1,3,0,6,3,9
284,Kurt Rambis,34,SAC,67,1,781,63,122,.516,0,2,.000,42,63,.667,75,146,221,52,40,18,36,119,168
285,Mark Randall,25,TOT,37,0,248,40,80,.500,1,8,.125,16,26,.615,27,28,55,11,4,2,17,33,97
285,Mark Randall,25,MIN,2,0,8,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,0
285,Mark Randall,25,DET,35,0,240,40,79,.506,1,7,.143,16,26,.615,27,28,55,10,4,2,16,32,97
286,Blair Rasmussen,30,ATL,22,6,283,30,80,.375,2,6,.333,9,13,.692,20,35,55,5,5,10,12,61,71
287,J.R. Reid,24,TOT,83,25,1887,283,595,.476,0,5,.000,214,280,.764,120,336,456,80,47,31,125,266,780
287,J.R. Reid,24,CHH,17,1,295,42,98,.429,0,1,.000,43,58,.741,20,50,70,24,11,5,24,49,127
287,J.R. Reid,24,SAS,66,24,1592,241,497,.485,0,4,.000,171,222,.770,100,286,386,56,36,26,101,217,653
288,Glen Rice,25,MIA,82,82,3082,582,1324,.440,148,386,.383,242,295,.820,92,332,424,180,92,25,157,201,1554
289,Pooh Richardson,26,IND,74,73,2396,337,703,.479,3,29,.103,92,124,.742,63,204,267,573,94,12,167,132,769
290,Mitch Richmond,27,SAC,45,45,1728,371,782,.474,48,130,.369,197,233,.845,18,136,154,221,53,9,130,137,987
291,Doc Rivers,31,NYK,77,45,1886,216,494,.437,39,123,.317,133,162,.821,26,166,192,405,123,9,114,215,604
292,Fred Roberts,32,MIL,79,5,1488,226,428,.528,12,29,.414,135,169,.799,91,146,237,118,57,27,67,138,599
293,Stanley Roberts,22,LAC,77,76,1816,375,711,.527,0,0,,120,246,.488,181,297,478,59,34,141,121,332,870
294,Alvin Robertson,30,TOT,69,54,2006,247,539,.458,40,122,.328,84,128,.656,107,162,269,263,155,18,133,218,618
294,Alvin Robertson,30,MIL,39,32,1065,139,290,.479,17,55,.309,44,70,.629,47,90,137,156,90,9,77,120,339
294,Alvin Robertson,30,DET,30,22,941,108,249,.434,23,67,.343,40,58,.690,60,72,132,107,65,9,56,98,279
295,Clifford Robinson,26,POR,82,12,2575,632,1336,.473,19,77,.247,287,416,.690,165,377,542,182,98,163,173,287,1570
296,David Robinson*,27,SAS,82,82,3211,676,1348,.501,3,17,.176,561,766,.732,229,727,956,301,127,264,241,239,1916
297,Larry Robinson,25,WSB,4,0,33,6,16,.375,0,1,.000,3,5,.600,1,2,3,3,1,1,1,0,15
298,Rumeal Robinson,26,NJN,80,28,1585,270,638,.423,20,56,.357,112,195,.574,49,110,159,323,96,12,140,169,672
299,Dennis Rodman*,31,DET,62,55,2410,183,429,.427,15,73,.205,87,163,.534,367,765,1132,102,48,45,103,201,468
300,Tree Rollins,37,HOU,42,0,247,11,41,.268,0,2,.000,9,12,.750,12,48,60,10,6,15,9,43,31
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
301,Sean Rooks,23,DAL,72,68,2087,368,747,.493,0,2,.000,234,389,.602,196,340,536,95,38,81,160,204,970
302,Donald Royal,26,ORL,77,0,1636,194,391,.496,0,3,.000,318,390,.815,116,179,295,80,36,25,113,179,706
303,Delaney Rudd,30,POR,15,1,95,7,36,.194,1,11,.091,11,14,.786,4,5,9,17,1,0,11,7,26
304,Jeff Ruland,34,DET,11,0,55,5,11,.455,0,0,,2,4,.500,9,9,18,2,2,0,6,16,12
305,John Salley,28,MIA,51,34,1422,154,307,.502,0,0,,115,144,.799,113,200,313,83,32,70,101,192,423
306,Jeff Sanders,27,ATL,9,0,120,10,25,.400,0,0,,4,8,.500,12,17,29,6,8,1,11,16,24
307,Mike Sanders,32,CLE,53,51,1189,197,396,.497,1,4,.250,59,78,.756,52,118,170,75,39,30,57,150,454
308,Danny Schayes,33,MIL,70,7,1124,105,263,.399,0,3,.000,112,137,.818,72,177,249,78,36,36,65,148,322
309,Steve Scheffler,25,SEA,29,5,166,25,48,.521,0,0,,16,24,.667,15,21,36,5,6,1,5,37,66
310,Dwayne Schintzius,24,NJN,5,0,35,2,7,.286,0,0,,3,3,1.000,2,6,8,2,2,2,0,4,7
311,Detlef Schrempf,30,IND,82,60,3098,517,1085,.476,8,52,.154,525,653,.804,210,570,780,493,79,27,243,305,1567
312,Byron Scott,31,LAL,58,53,1678,296,659,.449,44,135,.326,156,184,.848,27,107,134,157,55,13,70,98,792
313,Dennis Scott,24,ORL,54,43,1759,329,763,.431,108,268,.403,92,117,.786,38,148,186,136,57,18,104,131,858
314,Malik Sealy,22,IND,58,2,672,136,319,.426,7,31,.226,51,74,.689,60,52,112,47,36,7,58,74,330
315,Rony Seikaly,27,MIA,72,64,2456,417,868,.480,1,8,.125,397,540,.735,259,587,846,100,38,83,203,260,1232
316,Brad Sellers,30,MIN,54,4,533,49,130,.377,0,1,.000,37,39,.949,27,56,83,46,6,11,27,40,135
317,Charles Shackleford,26,PHI,48,0,568,80,164,.488,0,2,.000,31,49,.633,65,140,205,26,13,25,36,92,191
318,Brian Shaw,26,MIA,68,45,1603,197,501,.393,43,130,.331,61,78,.782,70,187,257,235,48,19,96,163,498
319,Lionel Simmons,24,SAC,69,68,2502,468,1055,.444,1,11,.091,298,364,.819,156,339,495,312,95,38,196,197,1235
320,Scott Skiles,28,ORL,78,78,3086,416,891,.467,80,235,.340,289,324,.892,52,238,290,735,86,2,267,244,1201
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
321,Charles Smith,27,NYK,81,68,2172,358,764,.469,0,2,.000,287,367,.782,170,262,432,142,48,96,155,254,1003
322,Chris Smith,22,MIN,80,6,1266,125,289,.433,2,14,.143,95,120,.792,32,64,96,196,48,16,68,96,347
323,Doug Smith,23,DAL,61,42,1524,289,666,.434,0,4,.000,56,74,.757,96,232,328,104,48,52,115,280,634
324,Kenny Smith,27,HOU,82,82,2422,387,744,.520,96,219,.438,195,222,.878,28,132,160,446,80,7,163,110,1065
325,LaBradford Smith,23,WSB,69,33,1546,261,570,.458,8,23,.348,109,127,.858,26,80,106,186,58,9,103,178,639
326,Larry Smith,35,SAS,66,13,833,38,87,.437,0,0,,9,22,.409,103,165,268,28,23,16,39,133,85
327,Reggie Smith,22,POR,23,0,68,10,27,.370,0,1,.000,3,14,.214,15,6,21,1,4,1,4,16,23
328,Steve Smith,23,MIA,48,43,1610,279,619,.451,53,132,.402,155,197,.787,56,141,197,267,50,16,129,148,766
329,Tony Smith,24,LAL,55,9,752,133,275,.484,2,11,.182,62,82,.756,46,41,87,63,50,7,40,72,330
330,Rik Smits,26,IND,81,81,2072,494,1017,.486,0,0,,167,228,.732,126,306,432,121,27,75,147,285,1155
331,Andre Spencer,28,TOT,20,1,422,73,163,.448,0,2,.000,41,54,.759,38,43,81,24,17,10,26,64,187
331,Andre Spencer,28,ATL,3,0,15,0,3,.000,0,0,,0,0,,0,1,1,0,2,0,2,3,0
331,Andre Spencer,28,GSW,17,1,407,73,160,.456,0,2,.000,41,54,.759,38,42,80,24,15,10,24,61,187
332,Elmore Spencer,23,LAC,44,4,280,44,82,.537,0,0,,16,32,.500,17,45,62,8,8,18,26,54,104
333,Felton Spencer,25,MIN,71,48,1296,105,226,.465,0,0,,83,127,.654,134,190,324,17,23,66,70,243,293
334,Latrell Sprewell,22,GSW,77,69,2741,449,968,.464,73,198,.369,211,283,.746,79,192,271,295,126,49,203,166,1182
335,John Starks,27,NYK,80,51,2477,513,1199,.428,108,336,.321,263,331,.795,54,150,204,404,91,12,173,234,1397
336,Barry Stevens,30,GSW,2,0,6,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,0,1,2
337,Larry Stewart,24,WSB,81,8,1823,306,564,.543,0,2,.000,184,253,.727,154,229,383,146,47,29,153,191,796
338,Bryant Stith,22,DEN,39,12,865,124,278,.446,0,4,.000,99,119,.832,39,85,124,49,24,5,44,82,347
339,Alex Stivrins,30,TOT,19,0,76,19,39,.487,0,2,.000,3,4,.750,7,12,19,3,2,2,7,11,41
339,Alex Stivrins,30,PHO,10,0,35,11,18,.611,0,1,.000,0,0,,2,6,8,1,1,1,5,7,22
339,Alex Stivrins,30,LAC,1,0,1,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
339,Alex Stivrins,30,MIL,3,0,25,4,11,.364,0,0,,3,4,.750,3,3,6,2,1,0,2,4,11
339,Alex Stivrins,30,ATL,5,0,15,4,9,.444,0,1,.000,0,0,,2,3,5,0,0,1,0,0,8
340,John Stockton*,30,UTA,82,82,2863,437,899,.486,72,187,.385,293,367,.798,64,173,237,987,199,21,266,224,1239
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
341,Rod Strickland,26,POR,78,35,2474,396,816,.485,4,30,.133,273,381,.717,120,217,337,559,131,24,199,153,1069
342,Derek Strong,24,MIL,23,0,339,42,92,.457,4,8,.500,68,85,.800,40,75,115,14,11,1,13,20,156
343,Lamont Strothers,24,DAL,9,0,138,20,61,.328,2,13,.154,8,10,.800,8,6,14,13,8,0,15,13,50
344,Terry Teagle,32,HOU,2,0,25,2,7,.286,0,0,,1,2,.500,0,3,3,2,0,0,1,1,5
345,Isiah Thomas*,31,DET,79,79,2922,526,1258,.418,61,198,.308,278,377,.737,71,161,232,671,123,18,284,222,1391
346,LaSalle Thompson,31,IND,63,0,730,104,213,.488,0,1,.000,29,39,.744,55,123,178,34,29,24,47,137,237
347,Otis Thorpe,30,HOU,72,69,2357,385,690,.558,0,2,.000,153,256,.598,219,370,589,181,43,19,151,234,923
348,Sedale Threatt,31,LAL,82,82,2893,522,1028,.508,14,53,.264,177,215,.823,47,226,273,564,142,11,173,248,1235
349,Wayman Tisdale,28,SAC,76,75,2283,544,1068,.509,0,2,.000,175,231,.758,127,373,500,108,52,47,117,277,1263
350,Tom Tolbert,27,ORL,72,61,1838,226,454,.498,9,28,.321,122,168,.726,133,279,412,91,33,21,124,192,583
351,Trent Tucker,33,CHI,69,0,909,143,295,.485,52,131,.397,18,22,.818,16,55,71,82,24,6,18,65,356
352,Jeff Turner,30,ORL,75,20,1479,231,437,.529,10,17,.588,56,70,.800,74,178,252,107,19,9,66,192,528
353,Kiki Vandeweghe,34,LAC,41,3,494,92,203,.453,12,37,.324,58,66,.879,12,36,48,25,13,7,20,45,254
354,Loy Vaught,24,LAC,79,4,1653,313,616,.508,1,4,.250,116,155,.748,164,328,492,54,55,39,83,172,743
355,Gundars Vetra,25,MIN,13,0,89,19,40,.475,3,3,1.000,4,6,.667,4,4,8,6,2,0,2,12,45
356,Darrell Walker,31,TOT,37,2,511,34,96,.354,0,1,.000,12,26,.462,22,36,58,53,33,2,25,63,80
356,Darrell Walker,31,DET,9,2,144,3,19,.158,0,1,.000,2,6,.333,4,15,19,9,10,0,13,12,8
356,Darrell Walker,31,CHI,28,0,367,31,77,.403,0,0,,10,20,.500,18,21,39,44,23,2,12,51,72
357,Duane Washington,28,LAC,4,0,28,0,5,.000,0,0,,0,0,,0,2,2,5,1,0,2,2,0
358,Clarence Weatherspoon,22,PHI,82,82,2654,494,1053,.469,1,4,.250,291,408,.713,179,410,589,147,85,67,176,188,1280
359,Marcus Webb,22,BOS,9,0,51,13,25,.520,0,1,.000,13,21,.619,5,5,10,2,1,2,5,11,39
360,Spud Webb,29,SAC,69,68,2335,342,789,.433,37,135,.274,279,328,.851,44,149,193,481,104,6,194,177,1000
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
361,Robert Werdann,22,DEN,28,0,149,18,59,.305,0,1,.000,17,31,.548,23,29,52,7,6,4,12,38,53
362,Doug West,25,MIN,80,80,3104,646,1249,.517,2,23,.087,249,296,.841,89,158,247,235,85,21,165,279,1543
363,Mark West,32,PHO,82,82,1558,175,285,.614,0,0,,86,166,.518,153,305,458,29,16,103,93,243,436
364,Randy White,25,DAL,64,20,1433,235,540,.435,10,42,.238,138,184,.750,154,216,370,49,63,45,108,226,618
365,Morlon Wiley,26,TOT,58,15,995,96,254,.378,54,154,.351,17,26,.654,29,62,91,181,65,3,80,127,263
365,Morlon Wiley,26,ATL,25,2,354,26,81,.321,15,51,.294,5,8,.625,9,26,35,81,26,2,29,49,72
365,Morlon Wiley,26,DAL,33,13,641,70,173,.405,39,103,.379,12,18,.667,20,36,56,100,39,1,51,78,191
366,Dominique Wilkins*,33,ATL,71,70,2647,741,1584,.468,120,316,.380,519,627,.828,187,295,482,227,70,27,184,116,2121
367,Eddie Lee Wilkins,30,PHI,26,0,192,55,97,.567,0,2,.000,48,78,.615,14,26,40,2,7,1,17,34,158
368,Gerald Wilkins,29,CLE,80,35,2079,361,797,.453,16,58,.276,152,181,.840,74,140,214,183,78,18,94,154,890
369,Buck Williams,32,POR,82,82,2498,270,528,.511,0,1,.000,138,214,.645,232,458,690,75,81,61,101,270,678
370,Corey Williams,22,CHI,35,0,242,31,85,.365,1,3,.333,18,22,.818,19,12,31,23,4,2,11,24,81
371,Herb Williams,34,NYK,55,0,571,72,175,.411,0,0,,14,21,.667,44,102,146,19,21,28,22,78,158
